licensetype,licensename,name_frim,license_validity,constitution_particulars,mfg_districtname,mfg_mandalname,mfg_villagename,licensetype_Sales License,licensetype_nan,licensename_Restricted (Gen.Store),licensename_Retail Sale,licensename_Schedule X Drugs License (Retail),licensename_Whole Sale,licensename_Whole Sale & Retail,licensename_nan,constitution_particulars_Limited Company,constitution_particulars_Others,constitution_particulars_Partnership,constitution_particulars_Private Ltd Company,constitution_particulars_Proprietary,constitution_particulars_Society,constitution_particulars_nan,mfg_districtname_encoded
Sales License,Retail Sale,GOKUL MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,HYDERABAD,Secunderabad,Rezimental Bazar,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,3.0
Sales License,Retail Sale,RAVI MEDICAL GENERAL AND FANCY STORES,24/01/2023,Partnership,KHAMMAM,Sathupalli,Sathupally,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,10.0
Sales License,Retail Sale,GURU KRUPA MEDICAL AND GENERAL STORES,14/12/2022,Proprietary,ADILABAD,Utnoor,Utnoor,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.0
Sales License,Retail Sale,JAYASAI PHARMACY,05/01/2023,Partnership,MANCHERIAL,Mancherial,Mancherial,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,14.0
Sales License,Whole Sale,SINDHURA TRADERS GODOWN,07/01/2023,Partnership,HYDERABAD,Ameerpet,Panjagutta,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,3.0
Sales License,Retail Sale,VANISHREE MEDICAL AND GENERAL STORES,15/01/2023,Partnership,MAHABUBNAGAR,Balanagar,Mothighanapur,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,13.0
Sales License,Retail Sale,APOLLO HOSPITALS ENTERPRISE LTD UNIT APOLLO PHARMACY,24/01/2023,Limited Company,RANGA REDDY,Gandipet,Neknampur,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,23.0
Sales License,Retail Sale,SRINIVASA MEDICAL AND GENERAL STORES,11/01/2023,Partnership,KARIMNAGAR,Thimmapur,Thimmapur,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,9.0
Sales License,Retail Sale,RAMA MEDICAL AND GENERAL STORES,23/01/2023,Partnership,MEDCHAL - MALKAJGIRI,Medipally,Boduppal,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,16.0
Sales License,Retail Sale,LIFE PLUS PHARMACY MEDICAL AND GENERAL STORES,31/01/2023,Proprietary,HYDERABAD,Amberpet, Moosarambagh,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,3.0
Sales License,Retail Sale,DEVI MEDICAL AND GENERAL STORES,18/01/2023,Proprietary,NIRMAL,Bhainsa ,Bhainsa (M),True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,19.0
Sales License,Retail Sale,SRI RAJA RAJESHWARA MEDICAL AND GENERAL STORES,15/01/2023,Partnership,NIZAMABAD,Morthad,Dharmora,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,20.0
Sales License,Retail Sale,NAGENDRA KUTALA FRANCHISEE OF MEDPLUS,18/01/2023,Proprietary,NALGONDA,Nalgonda,Nalgonda,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,18.0
Sales License,Retail Sale,SRI SAI TIRUMALA MEDICAL AND GENERAL SRORES,15/01/2023,Partnership,SIDDIPET,Kondapak,KUKNURPALLE,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,25.0
Sales License,Retail Sale,RAJU MEDICAL AND GENERAL STORES HUAMN AND VETERINARY,17/12/2022,Partnership,JAGITHYAL,Kodimial,Kodimial,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,4.0
Sales License,Retail Sale,SRI SAI RAM MEDICAL AND GENERAL STORES,17/01/2023,Partnership,HANUMAKONDA,Shayampet,Singaram (Dongala),True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,2.0
Sales License,Retail Sale,THIRUMALA MEDICAL AND GENERAL STORES,30/01/2023,Partnership,JOGULAMBA - GADWAL,Itikyala,CHAGAPUR,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,7.0
Sales License,Retail Sale,SRI RAMA MEDICAL AND GENERAL STORES,21/10/2022,Partnership,PEDDAPALLI,Ramagundam,Jangoan,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,21.0
Sales License,Retail Sale,SHIVAA SAAI MEDICAL AND GENERAL STORES,26/01/2023,Partnership,PEDDAPALLI,Palakurthy,Palakurthy,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,21.0
Sales License,Whole Sale & Retail,BISMILLAH MEDICAL HALL AND GENERAL STORES WHOLESALE AND RETAIL,26/01/2023,Partnership,HYDERABAD,Mehdipatnam,Jirrah,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,3.0
Sales License,Whole Sale,CSPD OWAISI GROUP OF HOSPITALS A UNIT OF DAR US SALAM EDUC. TRUST,30/01/2023,Others,HYDERABAD,Charminar,Kanchanbagh,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,3.0
Sales License,Retail Sale,ASHWINI MEDICAL AND GENERAL STORES,30/01/2023,Partnership,RAJANNA(SIRISILLA),Vemulawada,Vemulawada,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,22.0
Sales License,Retail Sale,AKHIRA PHARMACY,30/01/2023,Partnership,KARIMNAGAR,Karimnagar,Karimnagar,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,9.0
Sales License,Whole Sale,Quality Medicare,21/01/2027,Partnership,HYDERABAD,Ameerpet,Dwarakapuri Colony,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,3.0
Sales License,Whole Sale,Sigachi Industries Private Limited,23/01/2023,Partnership,SANGAREDDY,Sangareddy,Irigipally,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,24.0
Sales License,Retail Sale,SRI BALAJI MEDICAL AND GENERAL STORES,31/12/2022,Partnership,NAGARKURNOOL,Nagarkurnool,Nagarkurnool,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,17.0
Sales License,Retail Sale,AMBIKA MEDICAL AND GENERALS,16/12/2022,Proprietary,HYDERABAD,Marredpally,East Marredpally,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,3.0
Sales License,Whole Sale,ROOTS LIFE SCIENCES INDIA PVT LTD,13/12/2022,Private Ltd Company,MEDCHAL - MALKAJGIRI,Uppal,Habsiguda,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,16.0
Sales License,Retail Sale,VIJAYA LAKSHMI MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,BHADRADRI,Bhadrachalam,Bhadrachalam,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1.0
Sales License,Whole Sale,PADMAVATHI DISTRIBUTORS,31/12/2022,Proprietary,HYDERABAD,Amberpet,Nallakunta,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,3.0
Sales License,Whole Sale,KHIDMAT E KHALQ CENTRAL STORE,18/01/2023,Society,HYDERABAD,Gowliguda,Gowliguda,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,3.0
Sales License,Retail Sale,MRK MEDICAL AND GENERAL STORES,05/12/2022,Partnership,HYDERABAD,Marredpally,Sikh Village,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,3.0
Sales License,Retail Sale,NOBLE MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,MAHABUBNAGAR,Gandeed,Mohammadabad,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,13.0
Sales License,Retail Sale,SHRI SAI ROSHINEE MEDICALS,01/01/2023,Partnership,KHAMMAM,Khammam (Urban),Khammam,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,10.0
Sales License,Retail Sale,SRI VENKATESHWARA MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,KAMAREDDY,Ramareddy,Annaram,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,8.0
Sales License,Retail Sale,SALAM AND BROTHERS MEDICAL AND GENERAL STORES,31/12/2022,Partnership,BHADRADRI,Chunchupalli,Chunchupalli,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1.0
Sales License,Retail Sale,SRI RAMA MEDICAL AND GENERAL STORES,31/12/2022,Partnership,MAHABUBNAGAR,Devarakadra,Devarkadra,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,13.0
Sales License,Retail Sale,SRI RAGHAVENDRA MEDICAL AND GENERAL STORES,21/02/2023,Partnership,MEDCHAL - MALKAJGIRI,Uppal,Uppal Khalsa,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,16.0
Sales License,Retail Sale,PULLA NARAYANA REDDY MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,VIKARABAD,Tandur,Tandur (M),True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,27.0
Sales License,Whole Sale,GAAYATHRI ORTHO DEVICES SURGICAL AND PHARMACEUTICAL DISTRIBUTORS,31/12/2022,Proprietary,JAGITHYAL,Jagtial,Jagitial,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4.0
Sales License,Retail Sale,E. THIRUPATHAIAH,31/12/2022,Proprietary,NAGARKURNOOL,Telkapally,TELKAPALLE,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,17.0
Sales License,Retail Sale,REAL MEDICAL HALL,31/12/2022,Proprietary,HYDERABAD,Mehdipatnam, First Lancer,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,3.0
Sales License,Retail Sale,NANDINI MEDICAL AND GENERAL STORES,30/12/2022,Partnership,MAHABUBNAGAR,Mahabuanagar (U),Mahbubnagar  (M +OG),True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,13.0
Sales License,Whole Sale,DECCAN SURGICAL COMPANY,31/12/2022,Proprietary,HYDERABAD,Abids,Abids,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,3.0
Sales License,Retail Sale,LAXMI NARAYANA MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,BHADRADRI,Bhadrachalam,Bhadrachalam,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1.0
Sales License,Retail Sale,SAI MEDICAL AND GENERAL STORES,01/08/2027,Partnership,MEDCHAL - MALKAJGIRI,Balanagar,Oldbowenpally,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,16.0
Sales License,Whole Sale,MOTHER PHARMA,10/01/2023,Proprietary,RANGA REDDY,Gandipet,Peeramcheruu,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,23.0
Sales License,Whole Sale,SRINIVASA MEDICAL AGENCIES,31/12/2022,Proprietary,KHAMMAM,Khammam (Urban),Khammam,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,10.0
Sales License,Retail Sale,SRI SRI SAI MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,NIZAMABAD,Bodhan,Bodhan ( U ),True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,20.0
Sales License,Whole Sale & Retail,NEW J K MEDICAL HALL HUMAN AND VETERINARY,31/12/2022,Partnership,KARIMNAGAR,Karimnagar,Karimnagar,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,9.0
Sales License,Retail Sale,SRI VANI MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,HYDERABAD,Marredpally,Marredpally,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,3.0
Sales License,Retail Sale,ANOOS MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,HYDERABAD,Vengalrao Nagar,Moti Nagar,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,3.0
Sales License,Retail Sale,SRI RAMA KRISHNA MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,HYDERABAD,Abids,Bakaram,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,3.0
Sales License,Whole Sale & Retail,Dr. V.Ramesh Skin Hospital Pharmacy,31/12/2022,Proprietary,HANUMAKONDA,Hanamkonda,Hanamkonda,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2.0
Sales License,Retail Sale,MARUTHI MEDICAL AND GENERAL STORES,03/01/2023,Partnership,HYDERABAD,Khairatabad,Himayathnagar,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,3.0
Sales License,Retail Sale,SRI SAI MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,KHAMMAM,Madhira,Madhira,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,10.0
Sales License,Retail Sale,NAGENDRAM MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,KHAMMAM,Madhira,Madhira,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,10.0
Sales License,Whole Sale,R.K SURGICALS,24/06/2027,Proprietary,KARIMNAGAR,Karimnagar,Karimnagar,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,9.0
Sales License,Retail Sale,Vanitha Medical  General Stores,31/12/2022,Proprietary,WARANGAL,Warangal,Mattewada,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,29.0
Sales License,Whole Sale,VENSA PHARMA,02/01/2023,Proprietary,HYDERABAD,Chikkadpally,Kachiguda,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,3.0
Sales License,Retail Sale,VAIDYA JAYARAMDAS JAYARAM MEDICAL HALL,31/12/2022,Proprietary,HYDERABAD,Koti,Inder Bagh,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,3.0
Sales License,Retail Sale,ARUNA MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,PEDDAPALLI,Ramagundam,Allur,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,21.0
Sales License,Retail Sale,BHAVANI MEDICAL HALL,04/01/2023,Partnership,RANGA REDDY,Balapur,Badangpet,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,23.0
Sales License,Retail Sale,SRI LAXMI SAI MEDICAL GENERAL STORES,10/01/2023,Proprietary,MEDCHAL - MALKAJGIRI,Alwal,Alwal,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,16.0
Sales License,Whole Sale,BHAVANI PHARMA,31/12/2022,Partnership,HYDERABAD,Koti,Inder Bagh,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,3.0
Sales License,Retail Sale,MAHENDRA MEDICAL HALL,31/12/2022,Proprietary,JAGITHYAL,Metpalli,Metpalli,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,4.0
Sales License,Retail Sale,SUDHA MEDICAL HALL,31/12/2022,Proprietary,HYDERABAD,Gowliguda,Gowliguda,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,3.0
Sales License,Retail Sale,KOSARAJU MEDICALS,31/12/2022,Proprietary,HYDERABAD,Mehdipatnam,Lunger House,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,3.0
Sales License,Retail Sale,SRI VENKATESHWARA MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,SIDDIPET,Bejjanki,Bejjanki,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,25.0
Sales License,Whole Sale & Retail,RAVI MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,SURYAPET,Huzurnagar,Huzurnagar,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,26.0
Sales License,Whole Sale,NEW PHARMA TRADERS,31/12/2022,Proprietary,HYDERABAD,Koti,Sultan Bazar,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,3.0
Sales License,Retail Sale,SRI RAMA MEDICALS,31/12/2022,Partnership,BHADRADRI,Kothagudem ,Kothagudem,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1.0
Sales License,Whole Sale,HEALTH POINT PHARMA DISTRIBUTORS,03/01/2023,Proprietary,HYDERABAD,Mehdipatnam,Toli Chowki,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,3.0
Sales License,Retail Sale,SRI SAI DURGA MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,RAJANNA(SIRISILLA),Vemulawada,Vemulawada,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,22.0
Sales License,Retail Sale,POONAM MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,NIZAMABAD,Nizamabad North,Kanteshwar,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,20.0
Sales License,Retail Sale,MANIKANTA VETERINARY MEDICAL HALL,03/01/2023,Partnership,NALGONDA,Chinthapally,Godakandla,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,18.0
Sales License,Whole Sale,ERINYLE HEALTHCARE PRIVATE LIMITED,23/01/2023,Private Ltd Company,MEDCHAL - MALKAJGIRI,Uppal,Nagole,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,16.0
Sales License,Retail Sale,DHANALAKSHMI MEDICAL AND GENERAL STORES,31/12/2022,Partnership,HYDERABAD,Khairatabad,Chintal Basthi,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,3.0
Sales License,Retail Sale,APOLLO HOSPITALS ENTERPRISE LTD UNTI APOLLO PHARMACY,08/01/2023,Limited Company,RANGA REDDY,Saroornagar,Kharmanghat,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,23.0
Sales License,Whole Sale,MARUTHI MEDICAL AND GENERAL STORES,04/01/2023,Proprietary,HYDERABAD,Marredpally,East Marredpally,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,3.0
Sales License,Retail Sale,THULASI PHARMACY IN THE PREMISES OF MS VAJRA HOSPITAL,10/01/2023,Proprietary,MEDCHAL - MALKAJGIRI,Ghatkesar,Narepally,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,16.0
